Description,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Netflix, Microsoft, Facebook is seeking a Product Manager, Software Engineer, Data Scientist proficient in Java, Kubernetes, AWS, Docker and experienced with Salesforce, Jira. The ideal candidate should possess Master's in Information Systems, Ph.D. in Data Science and have Mid-Senior level, 2+ years of industry experience. Position is based in Seattle, WA, San Francisco, CA, Austin, TX. Strong Adaptability, Problem-Solving, Teamwork, Leadership and fluency in Spanish, French, German, English are required. Salary range: $100k–$130k, $90k–$120k. Preferred certifications include AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional.","Java, Kubernetes, AWS, Docker","Netflix, Microsoft, Facebook","Salesforce, Jira","Master's in Information Systems, Ph.D. in Data Science","Mid-Senior level, 2+ years","Product Manager, Software Engineer, Data Scientist","Seattle, WA, San Francisco, CA, Austin, TX","Spanish, French, German, English","Adaptability, Problem-Solving, Teamwork, Leadership","$100k–$130k, $90k–$120k","AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional"
"Tesla, Amazon is seeking a Data Scientist, Software Engineer proficient in Python, SQL, AWS and experienced with Figma, VS Code, Salesforce, Jira. The ideal candidate should possess Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems and have 5+ years, 2+ years, Mid-Senior level, 7+ years of industry experience. Position is based in Chicago, IL, Austin, TX. Strong Leadership, Problem-Solving, Teamwork and fluency in Spanish, French are required. Salary range: $100k–$130k, $90k–$120k. Preferred certifications include Google Cloud Professional, Certified Scrum Master, PMP Certification.","Python, SQL, AWS","Tesla, Amazon","Figma, VS Code, Salesforce, Jira","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","5+ years, 2+ years, Mid-Senior level, 7+ years","Data Scientist, Software Engineer","Chicago, IL, Austin, TX","Spanish, French","Leadership, Problem-Solving, Teamwork","$100k–$130k, $90k–$120k","Google Cloud Professional, Certified Scrum Master, PMP Certification"
"Amazon, Apple, Microsoft, Tesla is seeking a Product Manager, DevOps Engineer, Backend Developer, Data Scientist proficient in Kubernetes, Machine Learning, TensorFlow, Java and experienced with Slack, GitHub, Tableau, VS Code. The ideal candidate should possess Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science and have 3-5 years, 2+ years of industry experience. Position is based in Austin, TX, Seattle, WA. Strong Problem-Solving, Communication Skills, Teamwork and fluency in Spanish, French are required. Salary range: $90k–$120k, $80k–$100k, $100k–$130k. Preferred certifications include PMP Certification, AWS Certified Solutions Architect, Certified Scrum Master, Google Cloud Professional.","Kubernetes, Machine Learning, TensorFlow, Java","Amazon, Apple, Microsoft, Tesla","Slack, GitHub, Tableau, VS Code","Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science","3-5 years, 2+ years","Product Manager, DevOps Engineer, Backend Developer, Data Scientist","Austin, TX, Seattle, WA","Spanish, French","Problem-Solving, Communication Skills, Teamwork","$90k–$120k, $80k–$100k, $100k–$130k","PMP Certification, AWS Certified Solutions Architect, Certified Scrum Master, Google Cloud Professional"
"Microsoft, Apple is seeking a DevOps Engineer, Data Scientist, Backend Developer proficient in Java, Docker and experienced with VS Code, Salesforce, Tableau. The ideal candidate should possess Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science and have 7+ years, Mid-Senior level, Entry level, 3-5 years of industry experience. Position is based in Chicago, IL, Boston, MA. Strong Teamwork, Communication Skills, Adaptability, Leadership and fluency in English, French, German, Spanish are required. Salary range: $90k–$120k, $120k–$150k. Preferred certifications include Certified Scrum Master, PMP Certification.","Java, Docker","Microsoft, Apple","VS Code, Salesforce, Tableau","Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science","7+ years, Mid-Senior level, Entry level, 3-5 years","DevOps Engineer, Data Scientist, Backend Developer","Chicago, IL, Boston, MA","English, French, German, Spanish","Teamwork, Communication Skills, Adaptability, Leadership","$90k–$120k, $120k–$150k","Certified Scrum Master, PMP Certification"
"IBM, Tesla is seeking a Product Manager, Data Scientist, DevOps Engineer proficient in TensorFlow, Python, Machine Learning and experienced with Slack, GitHub, VS Code, Jira. The ideal candidate should possess Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems and have Entry level, 5+ years of industry experience. Position is based in Boston, MA, Chicago, IL. Strong Problem-Solving, Leadership, Teamwork, Communication Skills and fluency in German, Spanish, English are required. Salary range: $90k–$120k, $120k–$150k. Preferred certifications include PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master.","TensorFlow, Python, Machine Learning","IBM, Tesla","Slack, GitHub, VS Code, Jira","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","Entry level, 5+ years","Product Manager, Data Scientist, DevOps Engineer","Boston, MA, Chicago, IL","German, Spanish, English","Problem-Solving, Leadership, Teamwork, Communication Skills","$90k–$120k, $120k–$150k","PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master"
"Amazon, Netflix, IBM is seeking a Data Scientist, Product Manager, Backend Developer, Software Engineer proficient in Kubernetes, AWS, TensorFlow and experienced with GitHub, Figma. The ideal candidate should possess Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems and have 7+ years, 2+ years of industry experience. Position is based in Austin, TX, Boston, MA, Chicago, IL. Strong Communication Skills, Teamwork, Adaptability and fluency in German, English are required. Salary range: $90k–$120k, $120k–$150k. Preferred certifications include Google Cloud Professional, Certified Scrum Master, PMP Certification, AWS Certified Solutions Architect.","Kubernetes, AWS, TensorFlow","Amazon, Netflix, IBM","GitHub, Figma","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","7+ years, 2+ years","Data Scientist, Product Manager, Backend Developer, Software Engineer","Austin, TX, Boston, MA, Chicago, IL","German, English","Communication Skills, Teamwork, Adaptability","$90k–$120k, $120k–$150k","Google Cloud Professional, Certified Scrum Master, PMP Certification, AWS Certified Solutions Architect"
"Google, Microsoft, Tesla, Apple is seeking a Backend Developer, Data Scientist proficient in SQL, AWS, Python, Kubernetes and experienced with VS Code, Slack, Jira, GitHub. The ideal candidate should possess Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems and have 7+ years, Entry level, 2+ years, Mid-Senior level of industry experience. Position is based in Chicago, IL, Austin, TX, New York, NY. Strong Leadership, Communication Skills and fluency in English, German, French are required. Salary range: $100k–$130k, $80k–$100k, $120k–$150k, $90k–$120k. Preferred certifications include Certified Scrum Master, Google Cloud Professional.","SQL, AWS, Python, Kubernetes","Google, Microsoft, Tesla, Apple","VS Code, Slack, Jira, GitHub","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","7+ years, Entry level, 2+ years, Mid-Senior level","Backend Developer, Data Scientist","Chicago, IL, Austin, TX, New York, NY","English, German, French","Leadership, Communication Skills","$100k–$130k, $80k–$100k, $120k–$150k, $90k–$120k","Certified Scrum Master, Google Cloud Professional"
"IBM, Amazon, Facebook, Apple is seeking a Software Engineer, Backend Developer proficient in Docker, TensorFlow and experienced with Tableau, Slack, Figma, VS Code. The ideal candidate should possess Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems and have Entry level, 3-5 years of industry experience. Position is based in Austin, TX, Boston, MA, Chicago, IL. Strong Teamwork, Adaptability and fluency in French, German, English are required. Salary range: $90k–$120k, $100k–$130k. Preferred certifications include AWS Certified Solutions Architect, Google Cloud Professional.","Docker, TensorFlow","IBM, Amazon, Facebook, Apple","Tableau, Slack, Figma, VS Code","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","Entry level, 3-5 years","Software Engineer, Backend Developer","Austin, TX, Boston, MA, Chicago, IL","French, German, English","Teamwork, Adaptability","$90k–$120k, $100k–$130k","AWS Certified Solutions Architect, Google Cloud Professional"
"Tesla, Amazon is seeking a Software Engineer, Backend Developer, Product Manager proficient in Java, AWS and experienced with Tableau, GitHub, VS Code, Jira. The ideal candidate should possess Bachelor's in Computer Science, Master's in Information Systems and have Entry level, 2+ years of industry experience. Position is based in Chicago, IL, San Francisco, CA, Seattle, WA. Strong Leadership, Adaptability and fluency in Spanish, German, French are required. Salary range: $80k–$100k, $100k–$130k, $120k–$150k. Preferred certifications include Certified Scrum Master, PMP Certification.","Java, AWS","Tesla, Amazon","Tableau, GitHub, VS Code, Jira","Bachelor's in Computer Science, Master's in Information Systems","Entry level, 2+ years","Software Engineer, Backend Developer, Product Manager","Chicago, IL, San Francisco, CA, Seattle, WA","Spanish, German, French","Leadership, Adaptability","$80k–$100k, $100k–$130k, $120k–$150k","Certified Scrum Master, PMP Certification"
"IBM, Tesla, Microsoft, Google is seeking a Product Manager, Software Engineer, DevOps Engineer, Data Scientist proficient in SQL, TensorFlow and experienced with GitHub, Tableau, VS Code, Jira. The ideal candidate should possess Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science and have Entry level, 5+ years of industry experience. Position is based in San Francisco, CA, Austin, TX, Boston, MA. Strong Adaptability, Leadership, Communication Skills and fluency in Spanish, German, English are required. Salary range: $120k–$150k, $90k–$120k. Preferred certifications include Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect.","SQL, TensorFlow","IBM, Tesla, Microsoft, Google","GitHub, Tableau, VS Code, Jira","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","Entry level, 5+ years","Product Manager, Software Engineer, DevOps Engineer, Data Scientist","San Francisco, CA, Austin, TX, Boston, MA","Spanish, German, English","Adaptability, Leadership, Communication Skills","$120k–$150k, $90k–$120k","Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect"
"Amazon, Facebook is seeking a Software Engineer, Product Manager, DevOps Engineer proficient in Kubernetes, SQL, AWS, Python and experienced with Figma, Slack. The ideal candidate should possess Ph.D. in Data Science, Bachelor's in Computer Science and have 5+ years, 3-5 years, 2+ years, 7+ years of industry experience. Position is based in Boston, MA, Chicago, IL, Austin, TX. Strong Communication Skills, Leadership and fluency in Spanish, English, German are required. Salary range: $80k–$100k, $120k–$150k, $100k–$130k. Preferred certifications include PMP Certification, Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect.","Kubernetes, SQL, AWS, Python","Amazon, Facebook","Figma, Slack","Ph.D. in Data Science, Bachelor's in Computer Science","5+ years, 3-5 years, 2+ years, 7+ years","Software Engineer, Product Manager, DevOps Engineer","Boston, MA, Chicago, IL, Austin, TX","Spanish, English, German","Communication Skills, Leadership","$80k–$100k, $120k–$150k, $100k–$130k","PMP Certification, Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect"
